,Company,Ticker_1,Ticker_2,ESG score,ESG risk
460,"Alico, Inc.",NAS,ALCO,38.4,High
461,Alicorp SAA,LIM,ALICORC1,34.4,High
462,"Alight, Inc.",NYS,ALIT,17.7,Low
463,"Align Technology, Inc.",NAS,ALGN,18.6,Low
464,"Alignment Healthcare, Inc.",NAS,ALHC,25.2,Medium
465,Alimak Group AB,OME,ALIG,22.1,Medium
466,"Alimentation Couche-Tard, Inc.",TSE,ATD,21.8,Medium
467,Alinma Bank,SAU,1150,24.1,Medium
468,Alior Bank SA,WAR,ALR,24.5,Medium
469,Alivus Life Sciences Ltd.,BOM,543322,31.4,High
470,ALK-Abello A/S,CSE,ALK.B,27.9,Medium
471,"Alkami Technology, Inc.",NAS,ALKT,27.8,Medium
472,Alkane Resources Ltd.,ASX,ALK,40.4,Severe
473,Alkem Laboratories Ltd.,BOM,539523,29.3,Medium
474,Alkermes Plc,NAS,ALKS,23.0,Medium
475,Alkhorayef Water & Power Technologies,SAU,2081,46.7,Severe
476,Alkyl Amines Chemicals Ltd.,BOM,506767,26.9,Medium
477,"Allakos, Inc.",NAS,ALLK,38.1,High
478,"Allbirds, Inc.",NAS,BIRD,18.3,Low
479,Allcargo Logistics Ltd.,BOM,532749,22.7,Medium
480,Alleghany Corp.,-,,27.3,Medium
481,Allegiant Travel Co.,NAS,ALGT,33.6,High
482,Allegion Plc,NYS,ALLE,20.8,Medium
483,"Allegro MicroSystems, Inc.",NAS,ALGM,14.1,Low
484,Allegro.eu SA,WAR,ALE,18.6,Low
485,Alleima AB,OME,ALLEI,30.8,High
486,"ALLETE, Inc.",NYS,ALE,32.8,High
487,Allfunds Group Plc,AMS,ALLFG,19.3,Low
488,Alliance Bank Malaysia Bhd.,KLS,2488,28.8,Medium
489,"Alliance Global Group, Inc.",PHS,AGI,49.6,Severe
490,Alliance Resource Partners LP,NAS,ARLP,62.4,Severe
491,Alliander NV,-,,21.7,Medium
492,Alliant Energy Corp.,NAS,LNT,17.3,Low
493,Allianz Malaysia Bhd.,KLS,1163,20.1,Medium
494,Allianz SE,ETR,ALV,11.3,Low
495,Allied Gold Corp. (Canada),TSE,AAUC,47.6,Severe
496,Allied Properties Real Estate Investment Trust,TSE,AP.UT,11.2,Low
497,Allied Supreme Corp.,TAI,4770,22.4,Medium
498,"Allient, Inc.",NAS,ALNT,23.4,Medium
499,Alligator Bioscience AB,OME,ATORX,41.6,Severe
500,Alligo AB,OME,ALLIGO.B,17.5,Low
501,"Allis Electric Co., Ltd.",TAI,1514,28.4,Medium
502,"Allison Transmission Holdings, Inc.",NYS,ALSN,29.1,Medium
503,Allo Issuer LLC,-,,31.3,High
504,"Allogene Therapeutics, Inc.",NAS,ALLO,25.2,Medium
505,Allos SA,BSP,ALOS3,23.0,Medium
506,"AlloVir, Inc.",-,,31.3,High
507,Allreal Holding AG,SWX,ALLN,21.9,Medium
508,"Allwinner Technology Co., Ltd.",SHE,300458,41.5,Severe
509,Allwyn Entertainment Financing (UK) Plc,-,,28.1,Medium
510,"Ally Financial, Inc.",NYS,ALLY,22.9,Medium
511,Alm. Brand A/S,CSE,ALMB,24.0,Medium
512,Alma Media Oyj,HEL,ALMA,12.7,Low
513,Almarai Co. Ltd.,SAU,2280,33.1,High
514,Almeera Consumer Goods Co. QSC,DSMD,MERS,23.2,Medium
515,Almirall SA,MCE,ALM,16.3,Low
516,Almunajem Foods Co.,SAU,4162,21.4,Medium
517,"Alnylam Pharmaceuticals, Inc.",NAS,ALNY,24.9,Medium
518,Alok Industries Ltd.,BOM,521070,17.4,Low
519,Alony Hetz Properties & Investments Ltd.,TAE,ALHE,23.9,Medium
520,Alpargatas SA,BSP,ALPA4,20.6,Medium
521,Alpek SAB de CV,MEX,ALPEKA,20.0,Medium
522,"Alpen Co., Ltd.",TKS,3028,24.6,Medium
523,Alperia SpA,-,,34.6,High
524,Alpha & Omega Semiconductor Ltd.,NAS,AOSL,29.3,Medium
525,Alpha Dhabi Holding PJSC,ADS,ALPHADHABI,26.2,Medium
526,Alpha Group (China),SHE,002292,17.5,Low
527,Alpha Group International Plc,LON,ALPH,29.3,Medium
528,Alpha HPA Ltd.,ASX,A4N,45.2,Severe
529,"Alpha Metallurgical Resources, Inc.",NYS,AMR,52.0,Severe
530,"Alpha Networks, Inc.",TAI,3380,22.7,Medium
531,Alpha Services & Holdings SA,ATH,ALPHA,18.2,Low
532,Alpha Star Holding VII Ltd.,-,,36.0,High
533,"Alpha Systems, Inc.",TKS,4719,26.0,Medium
534,"Alphabet, Inc.",NAS,GOOGL,24.9,Medium
535,Alphamab Oncology,HKG,9966,32.5,High
536,"Alphatec Holdings, Inc.",NAS,ATEC,33.7,High
537,Alphawave IP Group Plc,LON,AWE,29.6,Medium
538,"Alpine Immune Sciences, Inc.",-,,29.7,Medium
539,"Alpine Income Property Trust, Inc.",NYS,PINE,23.0,Medium
540,"Alps Alpine Co., Ltd.",TKS,6770,20.3,Medium
541,"Alps Logistics Co., Ltd.",-,,16.7,Low
542,ALS Ltd.,ASX,ALQ,18.3,Low
543,Alsea SAB de CV,MEX,ALSEA,27.3,Medium
544,ALSO Holding AG,SWX,ALSN,9.4,Negligible
545,Alstom SA,PAR,ALO,22.8,Medium
546,alstria office REIT-AG,ETR,AOX,13.1,Low
547,"Alta Equipment Group, Inc.",NYS,ALTG,31.7,High
548,AltaGas Ltd.,TSE,ALA,30.5,High
549,"Altair Engineering, Inc.",-,,24.9,Medium
550,AltaLink LP,-,,27.8,Medium
551,Altarea SCA,PAR,ALTA,12.9,Low
552,Altareit SA,PAR,AREIT,14.6,Low
553,Altech Corp.,TKS,4641,11.5,Low
554,Altek Corp.,TAI,3059,28.4,Medium
555,Alten SA,PAR,ATE,17.6,Low
556,ALTEO Energy Services Plc,BUD,ALTEO,29.8,Medium
557,"Alteogen, Inc.",KRX,196170,35.1,High
558,"Alteryx, Inc.",-,,20.3,Medium
559,Altice France SA,-,,13.4,Low
560,Altice International SARL,-,,30.4,High
561,"Altice USA, Inc.",NYS,ATUS,21.6,Medium
562,"Altimmune, Inc.",NAS,ALT,37.1,High
563,Altium Ltd.,-,,16.4,Low
564,Altius Minerals Corp.,TSE,ALS,29.6,Medium
565,Altri SGPS SA,LIS,ALTR,12.2,Low
566,"Altria Group, Inc.",NYS,MO,28.8,Medium
567,Altus Group Ltd.,TSE,AIF,7.9,Negligible
568,"Altus Power, Inc.",NYS,AMPS,25.5,Medium
569,Alujain Corp.,SAU,2170,36.4,High
570,Alumina Ltd.,-,,28.4,Medium
571,Aluminum Corp. of China Ltd.,HKG,2600,50.2,Severe
572,Alupar Investimento SA,BSP,ALUP11,39.3,High
573,Alvotech,NAS,ALVO,29.5,Medium
574,"ALX Oncology Holdings, Inc.",NAS,ALXO,35.9,High
575,"AMADA Co., Ltd.",TKS,6113,30.1,High
576,Amadeus FiRe AG,ETR,AAD,11.6,Low
577,Amadeus IT Group SA,MCE,AMS,14.1,Low
578,AMAG Austria Metall AG,WBO,AMAG,15.4,Low
579,Amalgamated Financial Corp.,NAS,AMAL,16.3,Low
580,Amanat Holdings PJSC,DFM,AMANAT,35.9,High
581,Amano Corp.,TKS,6436,17.3,Low
582,Amara Raja Energy & Mobility Ltd.,BOM,500008,24.0,Medium
583,"Amata Corp. Public Co., Ltd.",BKK,AMATA,12.5,Low
584,Amazing Microelectronic Corp.,ROCO,6411,21.3,Medium
585,"Amazon.com, Inc.",NAS,AMZN,26.1,Medium
586,"Ambac Financial Group, Inc.",NYS,AMBC,27.3,Medium
587,"Ambarella, Inc.",NAS,AMBA,34.6,High
588,Ambea AB,OME,AMBEA,27.0,Medium
589,Amber Enterprises India Ltd.,BOM,540902,27.6,Medium
590,Ambev SA,BSP,ABEV3,21.8,Medium
591,Ambika Cotton Mills Ltd.,BOM,531978,21.1,Medium
592,Ambipar Participações e Empreendimentos SA,BSP,AMBP3,18.2,Low
593,Ambu A/S,CSE,AMBU.B,22.0,Medium
594,Ambuja Cements Ltd.,BOM,500425,28.6,Medium
595,"AMC Entertainment Holdings, Inc.",NYS,AMC,18.1,Low
596,"AMC Networks, Inc.",NAS,AMCX,22.4,Medium
597,AMCO Asset Management Co. SpA,-,,26.1,Medium
598,Amcor Plc,NYS,AMCR,14.7,Low
599,Amdocs Ltd.,NAS,DOX,13.9,Low
600,"Amedisys, Inc.",NAS,AMED,21.9,Medium
601,Amer Sports Oy,-,,10.3,Low
602,"Amerant Bancorp, Inc.",NYS,AMTB,31.9,High
603,Ameren Corp.,NYS,AEE,27.0,Medium
604,Ameren Illinois Co.,-,,42.3,Severe
605,"Ameresco, Inc.",NYS,AMRC,43.0,Severe
606,America Movil SAB de CV,MEX,AMXB,22.3,Medium
607,"America's Car-Mart, Inc.",NAS,CRMT,12.7,Low
608,"American Airlines Group, Inc.",NAS,AAL,23.8,Medium
609,American Assets Trust LP,-,,12.7,Low
610,"American Assets Trust, Inc.",NYS,AAT,18.7,Low
611,"American Axle & Manufacturing Holdings, Inc.",NYS,AXL,25.8,Medium
612,"American Eagle Outfitters, Inc.",NYS,AEO,15.2,Low
613,"American Electric Power Co., Inc.",NAS,AEP,21.9,Medium
614,American Express Co.,NYS,AXP,18.3,Low
615,American Family Insurance Mutual Holding Co.,-,,23.8,Medium
616,"American Financial Group, Inc.",NYS,AFG,29.0,Medium
617,"American Healthcare REIT, Inc.",NYS,AHR,20.0,Low
618,American Homes 4 Rent,NYS,AMH,13.9,Low
619,"American International Group, Inc.",NYS,AIG,23.3,Medium
620,"American National Bankshares, Inc. (Virginia)",-,,29.6,Medium
621,"American National Group, Inc.",-,,26.7,Medium
622,"American Realty Investors, Inc.",NYS,ARL,30.2,High
623,American States Water Co.,NYS,AWR,32.5,High
624,American Superconductor Corp.,NAS,AMSC,36.5,High
625,"American Tire Distributors, Inc.",-,,12.2,Low
626,American Tower Corp.,NYS,AMT,12.6,Low
627,American University,-,,14.6,Low
628,American Vanguard Corp.,NYS,AVD,41.5,Severe
629,"American Water Works Co., Inc.",NYS,AWK,19.2,Low
630,American Well Corp.,NYS,AMWL,19.0,Low
631,American Woodmark Corp.,NAS,AMWD,34.3,High
632,Americana Restaurants International Plc,SAU,6015,35.5,High
633,Americanas SA,BSP,AMER3,29.1,Medium
634,"Americold Realty Trust, Inc.",NYS,COLD,13.2,Low
635,"Ameriprise Financial, Inc.",NYS,AMP,18.5,Low
636,Ameris Bancorp,NYS,ABCB,33.8,High
637,"AMERISAFE, Inc.",NAS,AMSF,30.0,Medium
638,Ames National Corp.,NAS,ATLO,31.2,High
639,"AMETEK, Inc.",NYS,AME,14.7,Low
640,AMG Critical Materials NV,AMS,AMG,36.7,High
641,"Amgen, Inc.",NAS,AMGN,22.5,Medium
642,"Amicogen, Inc.",KRX,092040,27.1,Medium
643,"Amicus Therapeutics, Inc.",NAS,FOLD,28.6,Medium
644,"Amkor Technology, Inc.",NAS,AMKR,20.8,Medium
645,Amlak International for Real Estate Financing,SAU,1182,25.3,Medium
646,"Amlogic (Shanghai) Co., Ltd.",SHG,688099,23.5,Medium
647,AMMB Holdings Bhd.,KLS,1015,23.7,Medium
648,"AMMO, Inc.",NAS,POWW,16.4,Low
649,"AMN Healthcare Services, Inc.",NYS,AMN,18.7,Low
650,"Amneal Pharmaceuticals, Inc.",NAS,AMRX,36.3,High
651,Amorepacific Corp.,KRX,090430,26.7,Medium
652,"AmorePacific Group, Inc.",KRX,002790,27.0,Medium
653,Amot Investments Ltd.,TAE,AMOT,17.7,Low
654,Amotiv Ltd.,ASX,AOV,28.3,Medium
655,"Amoy Diagnostics Co., Ltd.",SHE,300685,31.8,High
656,AMP Ltd.,ASX,AMP,20.4,Medium
657,"Amphastar Pharmaceuticals, Inc.",NAS,AMPH,33.4,High
658,Amphenol Corp.,NYS,APH,18.0,Low
659,Amplifon SpA,MIL,AMP,14.1,Low
660,Amplify Energy Corp.,NYS,AMPY,46.3,Severe
661,Amplitude Energy Ltd.,ASX,AEL,47.6,Severe
662,"Amplitude, Inc.",NAS,AMPL,21.2,Medium
663,Ampol Ltd.,ASX,ALD,37.1,High
664,Amprion GmbH,-,,16.5,Low
665,AmRest Holdings SE,WAR,EAT,29.7,Medium
666,ams-OSRAM AG,SWX,AMS,17.6,Low
667,"AmTRAN Technology Co., Ltd.",TAI,2489,22.4,Medium
668,Amundi SA,PAR,AMUN,19.5,Low
669,Amur Equipment Finance Inc,-,,27.5,Medium
670,"Amuse, Inc.",TKS,4301,17.8,Low
671,"Amvis Holdings, Inc.",TKS,7071,24.3,Medium
672,"Amylyx Pharmaceuticals, Inc.",NAS,AMLX,33.8,High
673,"Amyris, Inc.",-,,37.4,High
674,"An Hui Wenergy Co., Ltd.",SHE,000543,58.6,Severe
675,ANA HOLDINGS INC.,TKS,9202,26.5,Medium
676,Anadolu Anonim Türk Sigorta Sirketi AS,IST,ANSGR.E,26.8,Medium
677,Anadolu Efes Biracilik ve Malt Sanayii A.S.,IST,AEFES.E,21.3,Medium
678,Anadolu Isuzu Otomotiv Sanayi ve Ticaret AS,IST,ASUZU.E,23.8,Medium
679,"Analog Devices, Inc.",NAS,ADI,16.7,Low
680,Anand Rathi Wealth Ltd.,BOM,543415,28.2,Medium
681,Anant Raj Ltd.,BOM,515055,23.6,Medium
682,"Ananti, Inc.",KRX,025980,30.2,High
683,"AnaPass, Inc.",KRX,123860,39.3,High
684,"AnaptysBio, Inc.",NAS,ANAB,25.4,Medium
685,Anavex Life Sciences Corp.,NAS,AVXL,29.0,Medium
686,Anchor Hanover Group,-,,22.2,Medium
687,Andes Technology Corp.,TAI,6533,23.5,Medium
688,"Andlauer Healthcare Group, Inc.",TSE,AND,21.1,Medium
689,"Andon Health Co., Ltd.",SHE,002432,36.5,High
690,Andre Maggi Participaçoes SA,-,,36.3,High
691,Andritz AG,WBO,ANDR,26.6,Medium
692,ANE (Cayman) Inc.,HKG,9956,25.0,Medium
693,ANEST IWATA Corp.,TKS,6381,27.5,Medium
694,"Angang Steel Co., Ltd.",HKG,347,52.2,Severe
695,"Angel Oak Mortgage REIT, Inc.",NYS,AOMR,24.9,Medium
696,Angel One Ltd.,BOM,543235,28.5,Medium
697,"Angel Yeast Co., Ltd.",SHG,600298,44.0,Severe
698,"Angelalign Technology, Inc.",HKG,6699,21.5,Medium
699,"Angi, Inc.",NAS,ANGI,28.7,Medium
700,"AngioDynamics, Inc.",NAS,ANGO,33.8,High
701,Anglian Water Group Ltd.,-,,23.3,Medium
702,Anglo American Platinum Ltd.,JSE,AMS,16.8,Low
703,Anglo American Plc,LON,AAL,25.7,Medium
704,Anglo-Eastern Plantations Plc,LON,AEP,36.9,High
705,Anglogold Ashanti Plc,NYS,AU,34.1,High
706,Anheuser-Busch Cos. LLC,-,,17.5,Low
707,Anheuser-Busch InBev SA/NV,BRU,ABI,24.7,Medium
708,"Anhui Anke Biotechnology (Group) Co., Ltd.",SHE,300009,34.5,High
709,"Anhui Conch Cement Co., Ltd.",HKG,914,31.8,High
710,Anhui Construction Engineering Group Corp. Ltd.,SHG,600502,50.6,Severe
711,"Anhui Expressway Co., Ltd.",HKG,995,13.3,Low
712,"Anhui Golden Seed Winery Co., Ltd.",SHG,600199,31.5,High
713,"Anhui Guangxin Agrochemical Co., Ltd.",SHG,603599,32.5,High
714,"Anhui Gujing Distillery Co., Ltd.",SHE,000596,32.9,High
715,"Anhui Heli Co., Ltd.",SHG,600761,33.8,High
716,"Anhui Honglu Steel Construction (Group) Co., Ltd.",SHE,002541,35.6,High
717,"Anhui Huaheng Biotechnology Co., Ltd.",SHG,688639,30.8,High
718,"Anhui Huilong Agricultural Means of Production Co., Ltd.",SHE,002556,46.5,Severe
719,Anhui Jianghuai Automobile Group Corp. Ltd.,SHG,600418,35.6,High
720,"Anhui Jiangnan Chemical Industry Co., Ltd.",SHE,002226,32.2,High
721,"Anhui Jinhe Industrial Co., Ltd.",SHE,002597,28.0,Medium
722,"Anhui Kouzi Distillery Co., Ltd.",SHG,603589,36.0,High
723,"Anhui Tatfook Technology Co., Ltd.",SHE,300134,23.3,Medium
724,"Anhui Truchum Advanced Materials & Technology Co., Ltd.",SHE,002171,54.9,Severe
725,"Anhui Wanwei Updated High-Tech Material Industry Co., Ltd.",SHG,600063,32.1,High
726,"Anhui Xinhua Media Co., Ltd.",SHG,601801,26.5,Medium
727,"Anhui Yingjia Distillery Co., Ltd.",SHG,603198,35.0,High
728,"Anhui Yingliu Electromechanical Co., Ltd.",SHG,603308,47.2,Severe
729,"Anhui Zhongding Sealing Parts Co., Ltd.",SHE,000887,31.6,High
730,"ANI Pharmaceuticals, Inc.",NAS,ANIP,39.0,High
731,"Anicom Holdings, Inc.",TKS,8715,30.7,High
732,"Anika Therapeutics, Inc.",NAS,ANIK,19.7,Low
733,Anima Holding SA,BSP,ANIM3,19.1,Low
734,Anima Holding SpA,MIL,ANIM,10.4,Low
735,"Anji Microelectronics Technology (Shanghai) Co., Ltd.",SHG,688019,21.7,Medium
736,"Anjoy Foods Group Co., Ltd.",SHG,603345,44.7,Severe
737,"Anker Innovations Technology Co., Ltd.",SHE,300866,27.6,Medium
738,"Annaly Capital Management, Inc.",NYS,NLY,8.3,Negligible
739,Annehem Fastigheter AB,OME,ANNE.B,22.3,Medium
740,"Annexon, Inc.",NAS,ANNX,33.5,High
741,Annington Homes Limited,-,,16.7,Low
742,Anoto Group AB,OME,ANOT,21.7,Medium
743,Anpec Electronics Corp.,ROCO,6138,31.5,High
744,Anritsu Corp.,TKS,6754,14.4,Low
745,Ansell Ltd.,ASX,ANN,13.2,Low
746,"ANSYS, Inc.",NAS,ANSS,15.2,Low
747,ANTA Sports Products Ltd.,HKG,2020,13.1,Low
748,AntarChile SA,SGO,ANTARCHILE,46.7,Severe
749,Antares Holdings LP,-,,35.3,High
750,"Anterix, Inc.",NAS,ATEX,29.5,Medium
751,Antero Midstream Corp.,NYS,AM,26.2,Medium
752,Antero Resources Corp.,NYS,AR,34.5,High
753,Antin Infrastructure Partners SA,PAR,ANTIN,16.6,Low
754,Antofagasta Plc,LON,ANTO,24.2,Medium
755,"Antong Holdings Co., Ltd.",SHG,600179,53.8,Severe
756,Anupam Rasayan India Ltd.,BOM,543275,32.8,High
757,"ANYCOLOR, Inc.",TKS,5032,21.4,Medium
758,"Anywhere Real Estate, Inc.",NYS,HOUS,13.3,Low
759,ANZ Group Holdings Ltd.,ASX,ANZ,25.5,Medium
760,AO World Plc,LON,AO,23.1,Medium
761,"AOKI Holdings, Inc.",TKS,8214,26.2,Medium
762,Aon Plc,NYS,AON,14.4,Low
763,"Aotecar New Energy Technology Co., Ltd.",SHE,002239,37.2,High
764,"AOYAMA TRADING Co., Ltd.",TKS,8219,22.9,Medium
765,Aozora Bank Ltd.,TKS,8304,27.7,Medium
766,AP (Thailand) Public Co. Ltd.,BKK,AP,24.8,Medium
767,AP Impact Euro (Lux) SARL,-,,36.0,High
768,AP Memory Technology Corp.,TAI,6531,20.0,Low
769,APA Corp.,NAS,APA,38.3,High
770,APA Group,ASX,APA,37.7,High
771,Apar Industries Ltd.,BOM,532259,23.5,Medium
772,Apartment Income REIT Corp.,-,,11.4,Low
773,Apartment Investment & Management Co.,NYS,AIV,18.7,Low
774,"Apellis Pharmaceuticals, Inc.",NAS,APLS,33.3,High
775,"Apeloa Pharmaceutical Co., Ltd.",SHE,000739,41.5,Severe
776,Aperam SA,AMS,APAM,20.1,Medium
777,"Apex Dynamics, Inc.",TAI,4583,30.0,High
778,Apex Healthcare Bhd.,KLS,7090,14.9,Low
779,"Apex International Co., Ltd.",TAI,4927,22.5,Medium
780,"Apex International Financial Engineering Res & Tech Co., Ltd.",ROCO,5210,28.6,Medium
781,Apex Investment PSC,ADS,APEX,44.4,Severe
782,APG SGA SA,SWX,APGN,17.6,Low
783,APi Group Corp.,NYS,APG,24.0,Medium
784,"Apichope Pharmaceutical Group Co., Ltd.",SHE,300723,42.5,Severe
785,APL Apollo Tubes Ltd.,BOM,533758,31.2,High
786,APM Human Services International Ltd.,-,,12.3,Low
787,"Apogee Enterprises, Inc.",NAS,APOG,29.2,Medium
788,"Apogee Therapeutics, Inc.",NAS,APGE,30.8,High
789,"Apollo Commercial Real Estate Finance, Inc.",NYS,ARI,14.9,Low
790,"Apollo Global Management, Inc.",NYS,APO,23.8,Medium
791,Apollo Hospitals Enterprise Ltd.,BOM,508869,25.0,Medium
792,Apollo Tyres Ltd.,BOM,500877,18.0,Low
793,Appalachian Power Co.,-,,33.1,High
794,"AppFolio, Inc.",NAS,APPF,24.0,Medium
795,Appian Corp.,NAS,APPN,29.2,Medium
796,"Appier Group, Inc.",TKS,4180,28.5,Medium
797,"Apple Hospitality REIT, Inc.",NYS,APLE,17.8,Low
798,"Apple, Inc.",NAS,AAPL,18.9,Low
799,Applied Digital Corp.,NAS,APLD,19.2,Low
800,"Applied Industrial Technologies, Inc.",NYS,AIT,17.6,Low
801,"Applied Materials, Inc.",NAS,AMAT,11.6,Low
802,AppLovin Corp.,NAS,APP,19.2,Low
803,Applus Services SA,-,,13.7,Low
804,APRR SA,-,,9.8,Negligible
805,"APT Medical, Inc.",SHG,688617,25.1,Medium
806,"AptarGroup, Inc.",NYS,ATR,15.0,Low
807,Aptitude Software Group Plc,LON,APTD,22.9,Medium
808,Aptiv Irish Holdings Ltd.,-,,12.9,Low
809,Aptus Value Housing Finance India Ltd.,BOM,543335,23.8,Medium
810,AQ Group AB,OME,AQ,25.7,Medium
811,Aquafil SpA,MIL,ECNL,11.3,Low
812,Arab National Bank,SAU,1080,26.8,Medium
813,Arab Petroleum Investments Corp.,-,,14.4,Low
814,Arabi Holding Group Co. KSC,KUW,AGHC,45.1,Severe
815,Arabian Cement Co.,SAU,3010,39.2,High
816,Arabian Centres Co.,SAU,4321,19.8,Low
817,Arabian Centres Sukuk II Ltd.,-,,22.0,Medium
818,Arabian Contracting Services Co.,SAU,4071,21.0,Medium
819,Arabian Drilling Co.,SAU,2381,30.4,High
820,Arabian Internet & Communications Services Co.,SAU,7202,25.1,Medium
821,ARADA Developments LLC,-,,24.2,Medium
822,Arafura Rare Earths Ltd.,ASX,ARU,48.6,Severe
823,Aragvi Holding International Ltd.,-,,45.3,Severe
824,Arakawa Chemical Industries Ltd.,TKS,4968,26.6,Medium
825,Aramark,NYS,ARMK,22.3,Medium
826,Aramex PJSC,DFM,ARMX,21.4,Medium
827,Aramis Group SAS,PAR,ARAMI,21.7,Medium
828,Arata Corp.,TKS,2733,15.8,Low
829,"Araya Industrial Co., Ltd.",TKS,7305,46.4,Severe
830,ARB Corp. Ltd.,ASX,ARB,25.2,Medium
831,Arbonia AG,SWX,ARBN,33.5,High
832,"Arbor Realty Trust, Inc.",NYS,ABR,14.0,Low
833,Arbutus Biopharma Corp.,NAS,ABUS,25.5,Medium
834,"Arby's Restaurant Group, Inc.",-,,35.4,High
835,ARC Resources Ltd.,TSE,ARX,30.2,High
836,Arca Continental SAB de CV,MEX,AC,26.4,Medium
837,Arcadis NV,AMS,ARCAD,15.5,Low
838,Arcadium Lithium Plc,-,,38.5,High
839,Arcadyan Technology Corp.,TAI,3596,19.3,Low
840,ArcBest Corp.,NAS,ARCB,14.7,Low
841,Arçelik AS,IST,ARCLK.E,13.6,Low
842,"Arcellx, Inc.",NAS,ACLX,34.6,High
843,ArcelorMittal SA,AMS,MT,35.4,High
844,ArcelorMittal South Africa Ltd.,JSE,ACL,39.6,High
845,"Arch Capital Group (U.S.), Inc.",-,,19.1,Low
846,Arch Capital Group Ltd.,NAS,ACGL,20.4,Medium
847,"Arch Resources, Inc.",-,,44.7,Severe
848,Archean Chemical Industries Ltd.,BOM,543657,36.0,High
849,"Archer Aviation, Inc.",NYS,ACHR,45.7,Severe
850,Archer-Daniels-Midland Co.,NYS,ADM,33.7,High
851,"ArcherMind Technology (Nanjing) Co., Ltd.",SHE,300598,25.8,Medium
852,"Archrock, Inc.",NYS,AROC,39.4,High
853,Arclands Corp.,TKS,9842,20.0,Low
854,ARCO BPS Holdings Ltd.,-,,10.9,Low
855,Arconic Corp.,-,,31.1,High
856,"Arcos Dorados Holdings, Inc.",NYS,ARCO,28.1,Medium
857,"Arcosa, Inc.",NYS,ACA,39.7,High
858,"Arcs Co., Ltd.",TKS,9948,32.7,High
859,ArcSoft Corp. Ltd.,SHG,688088,23.2,Medium
860,Arctic Infrastructure LP,-,,39.9,High
861,Arctic Paper SA,WAR,ATC,20.9,Medium
862,ArcticZymes Technologies ASA,OSL,AZT,29.9,Medium
863,"Arcturus Therapeutics Holdings, Inc.",NAS,ARCT,34.3,High
864,"Arcus Biosciences, Inc.",NYS,RCUS,32.1,High
865,"Arcutis Biotherapeutics, Inc.",NAS,ARQT,29.3,Medium
866,Ardagh Metal Packaging SA,NYS,AMBP,12.0,Low
867,"Ardelyx, Inc.",NAS,ARDX,32.5,High
868,Ardentec Corp.,ROCO,3264,25.6,Medium
869,Ardmore Shipping Corp.,NYS,ASC,40.1,Severe
870,Ardshinbank OJSC,-,,35.6,High
871,"ARE Holdings, Inc.",TKS,5857,21.7,Medium
872,"AREIT, Inc.",PHS,AREIT,14.5,Low
873,Arena REIT,ASX,ARF,12.2,Low
874,Arendals Fossekompani ASA,OSL,AFK,32.8,High
875,Ares Commercial Real Estate Corp.,NYS,ACRE,16.6,Low
876,Ares Management Corp.,NYS,ARES,21.7,Medium
877,Argan SA,PAR,ARG,16.7,Low
878,"Argan, Inc.",NYS,AGX,39.5,High
879,Argenta Bank en Verzekeringsgroep NV,-,,16.4,Low
880,argenx SE,BRU,ARGX,25.2,Medium
881,"Argo Graphics, Inc.",TKS,7595,22.8,Medium
882,"Argo Group International Holdings, Inc.",NYS,ARGO.PRA,21.0,Medium
883,Argosy Minerals Ltd.,ASX,AGY,51.2,Severe
884,Argosy Property Ltd.,NZE,ARG,17.0,Low
885,"Arhaus, Inc.",NAS,ARHS,17.2,Low
886,"ARIAKE JAPAN Co., Ltd.",TKS,2815,39.7,High
887,Arion Banki HF,ICE,ARION,9.2,Negligible
888,Aris Mining Corp.,TSE,ARIS,37.6,High
889,"Aris Water Solutions, Inc.",NYS,ARIS,22.1,Medium
890,"Arisawa Mfg. Co., Ltd.",TKS,5208,24.6,Medium
891,Arise AB,OME,ARISE,24.0,Medium
892,Arise Integrated Industrial Platform,-,,21.8,Medium
893,"Arista Networks, Inc.",NYS,ANET,16.5,Low
894,Aristocrat Leisure Ltd.,ASX,ALL,17.2,Low
895,Ariston Holding NV,MIL,ARIS,20.1,Medium
896,"Aritzia, Inc.",TSE,ATZ,16.7,Low
897,Arizona Public Service Co.,-,,28.2,Medium
898,Arjo AB,OME,ARJO.B,9.6,Negligible
899,Arkema SA,PAR,AKE,24.3,Medium
900,ARKO Corp.,NAS,ARKO,47.7,Severe
901,Arla Plast AB,OME,ARPL,27.3,Medium
902,"Arlo Technologies, Inc.",NYS,ARLO,19.1,Low
903,Armac Locacao Logistica e Servicos SA,BSP,ARML3,31.1,High
904,"Armada Hoffler Properties, Inc.",NYS,AHH,20.1,Medium
905,"ARMOUR Residential REIT, Inc.",NYS,ARR,18.3,Low
906,"Armstrong World Industries, Inc.",NYS,AWI,22.8,Medium
907,Arnoldo Mondadori Editore SpA,MIL,MN,12.6,Low
908,Aroundtown SA,ETR,AT1,10.1,Low
909,Arqiva Group Ltd.,-,,24.9,Medium
910,Arrail Group Ltd.,HKG,6639,24.7,Medium
911,"Array Technologies, Inc.",NAS,ARRY,18.3,Low
912,Arriyadh Development Co.,SAU,4150,21.7,Medium
913,"Arrow Electronics, Inc.",NYS,ARW,7.7,Negligible
914,Arrow Exploration Corp.,TSX,AXL,54.7,Severe
915,Arrow Financial Corp.,NAS,AROW,29.1,Medium
916,Arrow Lakes Power Corp.,-,,23.5,Medium
